0.375,0.007502715
0.25,0.01667968
0.38,0.016923968
0.255,0.017018519
0.5,0.03698516
0.26,0.006709347
0.385,0.016816609
0.265,0.006592348
0.27,0.006857329
0.39,0.016912116
0.275,0.0067138
0.505,0.026813406
0.28,0.016312021
0.285,0.016719985
0.395,0.036657073
0.29,0.016482774
0.51,0.056934586
0.295,0.01687864
0.4,0.036685473
0.515,0.017719513
0.3,0.016754131
0.405,0.016787247
0.305,0.007037843
0.41,0.016618138
0.31,0.016988135
0.415,0.016746992
0.52,0.070084737
0.42,0.036494164
0.525,0.011932915
0.315,0.056981739
0.32,0.006748856
0.425,0.017330473
0.325,0.012176194
0.33,0.007011289
0.335,0.006940861
0.53,0.046945575
0.43,0.036694271
0.34,0.016803005
0.345,0.016828321
0.435,0.034638362
0.35,0.037158005
0.535,0.066602345
0.44,0.033264898
0.355,0.016987995
0.54,0.017229933
0.445,0.017363846
0.36,0.016824301
0.545,0.017489441
0.45,0.016876426
0.365,0.017171273
0.55,0.017235606
0.37,0.006766776
0.125,0.006860495
0.455,0.020398166
0.13,0.006461328
0.135,0.006601306
0.14,0.006687357
0.145,0.006860419
0.46,0.027284989
0.555,0.036941511
0.15,0.006465258
0.155,0.006839366
0.16,0.006698238
0.465,0.026867271
0.165,0.016811288
0.56,0.0370588
0.17,0.00712306
0.175,0.006908079
0.47,0.027348951
0.475,0.007496755
0.18,0.016819673
0.185,0.006534266
0.19,0.006476136
0.565,0.040908606
0.195,0.007041807
0.48,0.026924846
0,0.512776784
0.2,0.006368838
0.005,0.006620239
0.01,0.006381749
0.015,0.00664772
0.02,0.006191268
0.205,0.02651886
0.025,0.006307658
0.21,0.006618445
0.57,0.046758906
0.03,0.006190651
0.215,0.006617319
0.035,0.006265762
0.22,0.00697798
0.04,0.006343156
0.575,0.016682427
0.045,0.006177698
0.05,0.006131978
0.225,0.016636552
0.485,0.066887093
0.58,0.017075664
0.055,0.006236733
0.23,0.006333504
0.06,0.006905946
0.065,0.006632079
0.235,0.016362788
0.07,0.006145185
0.24,0.006651242
0.075,0.006442253
0.245,0.006951309
0.49,0.036542046
0.08,0.00653501
0.085,0.006443107
0.09,0.006695248
0.585,0.04707409
0.095,0.006664569
0.1,0.006552792
0.495,0.027162347
0.105,0.008246586
0.11,0.007793674
0.625,0.01822586
0.75,0.047082036
0.115,0.007985329
0.59,0.037828317
0.755,0.008914102
0.12,0.008794039
0.63,0.028527381
0.595,0.029040451
0.875,0.058793764
0.635,0.018581059
0.685,0.048039797
0.76,0.058986273
0.64,0.036076492
0.6,0.048616329
0.69,0.026084921
0.88,0.068303983
0.605,0.048439981
0.765,0.078387401
0.695,0.05829462
0.885,0.039188153
0.61,0.029860084
0.7,0.019216108
0.645,0.088763963
0.89,0.039294108
0.615,0.028610711
0.65,0.039361425
0.77,0.068490696
0.705,0.049092611
0.895,0.068728538
0.655,0.048667526
0.62,0.068598256
0.775,0.048546618
0.71,0.048812073
0.78,0.007235396
0.66,0.016747981
0.715,0.027261862
0.72,0.017589439
0.9,0.057975806
0.665,0.037340461
0.785,0.044824984
0.725,0.017108379
0.905,0.03685199
0.67,0.04717735
0.73,0.036840404
0.79,0.048379323
0.91,0.027429476
0.735,0.016990637
0.675,0.026967199
0.795,0.057412024
0.68,0.037422586
0.74,0.047057755
0.915,0.057002609
0.745,0.015104305
0.8,0.046791469
0.92,0.046858842
0.94,0.047392571
0.805,0.027381871
0.81,0.056924334
0.815,0.046582523
0.945,0.067471349
0.925,0.076925089
0.84,0.067161589
0.845,0.037055298
0.93,0.047339955
0.95,0.06733437
0.82,0.087591461
0.85,0.037279849
0.935,0.058117621
0.955,0.057208705
0.97,0.023678292
0.855,0.057332477
0.825,0.064609473
0.975,0.027283298
0.83,0.027226022
0.86,0.063484362
0.835,0.046923293
0.96,0.091797829
0.98,0.075504767
0.865,0.04575163
0.965,0.054045329
0.985,0.08309822
0.87,0.101897134
0.99,0.041926487
0.995,0.031290318
1,0.088006467
