100,0.032828882
200,0.007295133
300,0.01157367
400,0.014288537
500,0.019829329
2100,0.084066084
600,0.022275548
3100,0.124422678
700,0.025907901
800,0.029522527
4100,0.170381484
2200,0.085154007
900,0.032381746
1000,0.037146009
6100,0.254805077
3200,0.127917449
2300,0.087696043
1100,0.042151463
1200,0.045670801
4200,0.167784227
2400,0.095116227
1300,0.049646776
3300,0.132889693
1400,0.053245334
2500,0.097164743
1500,0.057324367
4300,0.174446856
6200,0.25718271
3400,0.13783538
1600,0.059992428
2600,0.102990109
1700,0.063591612
2700,0.106113631
3500,0.139035586
1800,0.07062959
4400,0.17670746
1900,0.073354635
2800,0.110409418
6300,0.264946132
3600,0.142404505
2000,0.076985502
4500,0.171833069
2900,0.102840889
3700,0.122021866
3000,0.090468962
6400,0.207554164
4600,0.126915452
3800,0.083391277
4700,0.08540866
3900,0.068678409
6500,0.12430567
4000,0.073289138
4800,0.089131936
6600,0.403901934
5100,0.520439231
4900,0.555864954
5600,0.687181159
7100,0.774545391
7600,0.908051821
13800,1.147509503
11200,1.164356449
9700,1.136909992
12300,2.330207649
12800,2.327487604
14800,1.176670467
11700,1.168095374
10200,1.187678392
15300,2.348235018
13300,2.348253175
9200,1.179196091
10700,1.194499077
8700,1.169807947
14300,2.351571959
15800,1.200341562
8200,2.363769291
6700,0.90174356
5000,0.701804462
5200,0.742707591
5700,0.792954498
7200,0.940912579
7700,0.929270664
5300,0.656833263
6800,0.838918514
13900,1.099351042
12400,1.103423802
11800,1.0925629
9800,1.112751927
5800,0.796138625
11300,1.122460892
10300,1.103888908
14900,1.11487829
8800,1.097352898
15400,1.108993207
9300,1.102715885
10800,1.099820894
12900,1.119566339
15900,1.103617569
14400,1.108617642
8300,1.09831532
13400,1.109358397
7300,1.009109168
5400,0.82518571
7800,1.031860829
6900,1.023848627
5900,0.890238448
14000,1.060126809
12500,1.06113728
9900,1.058099048
11900,1.06292508
15000,1.053329261
11400,1.063466763
8900,1.055330687
10400,1.060519255
10900,1.053072995
8400,1.049827658
13000,1.061527096
9400,1.068398963
15500,1.077027378
16000,1.070117298
14500,1.070584902
13500,1.070183047
5500,0.863975811
7400,1.0274288
7900,1.046491101
6000,0.919187644
7000,1.030994923
14100,1.07793603
10000,1.06682778
12000,1.076341295
12600,1.082214919
9000,1.066943854
11500,1.073416947
10500,1.071324511
9500,1.0605732
15100,1.087292833
8500,1.067590179
11000,1.076347855
13100,1.079722765
14600,1.081902578
16100,1.090562287
15600,1.097344917
13600,1.090323841
7500,0.977316093
8000,0.965114152
10100,1.106267828
14200,1.125255049
8600,1.083454689
10600,1.092935536
9600,1.094403023
9100,1.110452391
11100,1.102850096
11600,1.123581126
12100,1.133828475
15200,1.115218644
12700,1.134150836
13200,1.110602003
14700,1.112834017
13700,1.10262728
15700,1.111131832
16200,1.116982339
8100,0.715911441
12200,0.176170211
16300,0.190474808
